id,brand,price,currency,color,features,condition,condition_description,seller_note,gpu,processor,processor_speed,processor_speed_unit,type,width_of_the_display,height_of_the_display,os,storage_type,hard_drive_capacity,hard_drive_capacity_unit,ssd_capacity,ssd_capacity_unit,screen_size_inch_,ram_size,ram_size_unit
2581,other,253.0,$,gray,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron,2.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,17.3,8.0,gb
2595,acer,435.0,$,black,"Backlit Keyboard,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 11th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,16.0,gb
2604,hp,50.0,$,silver,"Wi-Fi, Built-in Webcam, Bluetooth, Built-in Microphone",Undefined,Undefined,undefined,intel,intel pentium silver,2.70,GHz,notebook/laptop,1366.0,768.0,chrome,emmc,4.0,gb,64.0,gb,14,4.0,gb
2607,microsoft,255.0,$,black,"Touchscreen,  Bluetooth,  Built-in Webcam,  Wi-Fi,  Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 10th generation,1.10,GHz,notebook/laptop,2736.0,1824.0,windows,ssd,128.0,gb,128.0,gb,12.3,8.0,gb
2610,dell,21.95,$,other,"Built-in Microphone,  Built-in Webcam,  Optical Drive",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","listing is for dell inspiron 1501 15.4"" memory has been upgraded to 4gb (pc2-6400). original hard drive has been removed and installed 500gb drive. it has clean install of windows 10 home (latest version 22h2 with all latest updates and drivers). palmrest and left mouse click have some where. some keyboard keys don't work. battery is still holding charge. it doesn't come with ac adapter.",amd,amd turion 64,2.00,GHz,notebook/laptop,1280.0,800.0,windows,hdd/ssd,500.0,gb,180.0,gb,15.4,4.0,gb
2615,acer,399.0,$,gray,Bluetooth,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i3 11th generation,3.00,GHz,notebook/laptop,1600.0,900.0,windows,ssd,256.0,gb,256.0,gb,17.3,8.0,gb
2624,dell,300.0,$,gray,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i7 7th generation,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,1.0,tb,256.0,gb,15,8.0,gb
2626,hp,120.0,$,silver,"Wi-Fi, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,amd e-series,1.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,8.0,gb
2630,dell,300.0,$,silver,"Wi-Fi, Touchscreen, Backlit Keyboard, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Bluetooth",Undefined,Undefined,undefined,other,intel core i3 8th generation,2.10,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,13.3,8.0,gb
2631,lenovo,720.0,$,black,"Bluetooth, Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 11th generation,2.10,GHz,notebook/laptop,2160.0,1350.0,windows,ssd,256.0,gb,256.0,gb,13,16.0,gb
2642,other,325.0,$,multicolor,"Bluetooth,  Rugged,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","cf-31 mk3 under 60hrs w/ 8gb memory & 256gb-ssd, wifi, bluetooth, cd/dvd optical drive + touchscreen & compatible ac charger included! used with signs of wear/tear which may include scratches, scuffs, small dings and dents, worn keys, pads, and edges - please see pictures and ask any questions prior to considering.",other,intel core i5 3rd generation,2.60,GHz,notebook/laptop,1024.0,768.0,unknown,ssd,256.0,gb,256.0,gb,13,8.0,gb
2644,dell,400.0,$,black,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,other,intel core i7 7th generation,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,15.6,32.0,gb
2647,dell,363.0,$,black,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Optane Memory, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,16.0,gb
2662,other,38.0,$,gray,"Webcam, Bluetooth, Wi-Fi, Bluetooth, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and fully working , fully functioning includes charger. will ship in bulk packaging. will show signs of normal use",other,intel celeron,2.16,GHz,notebook/laptop,1920.0,1080.0,chrome,ssd,16.0,gb,16.0,gb,13.3,4.0,gb
2663,microsoft,510.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, LTE, Touchscreen, Rear Facing Camera, Tablet PC",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",undefined,other,microsoft sq1,3.00,GHz,notebook/laptop,2880.0,1920.0,windows,ssd,8.0,gb,128.0,gb,13,8.0,gb
2682,hp,619.0,$,other,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 12th generation,1.30,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
2701,dell,550.0,$,black,"Backlit Keyboard, Bluetooth, Wi-Fi, Built-in Webcam, Touchscreen, Multi-Touch Trackpad, Built-in Microphone, Force Touch Trackpad",Undefined,Undefined,undefined,intel,undefined,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14,8.0,gb
2708,dell,360.0,$,black,"Bluetooth, Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 10th generation,1.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
2709,dell,199.0,$,other,"Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i7 3rd generation,2.70,GHz,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,512.0,gb,512.0,gb,15.6,16.0,gb
2716,lenovo,160.0,$,gray,"Bluetooth, Built-in Webcam, Built-in Microphone",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",undefined,intel,intel pentium n5030,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,14,4.0,gb
2719,lenovo,30.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Built-in Microphone",Undefined,Undefined,undefined,other,intel celeron,1.1,GHz,other,1366.0,768.0,chrome,emmc,32.0,gb,32.0,gb,11.6,32.0,gb
2720,lenovo,490.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam",Undefined,Undefined,undefined,intel,intel core i3 10th generation,1.20,GHz,notebook/laptop,1366.0,768.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
2722,dell,1483.0,$,black,Rugged,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i5 11th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
2735,dell,200.0,$,silver,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 6th generation,2.50,GHz,notebook/laptop,1366.0,768.0,unknown,hdd/ssd,1.0,tb,1.0,tb,15.6,8.0,gb
2740,microsoft,100.0,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",unit will not power on. does not come with charger or any accessories. item y11,intel,intel core i5 8th generation,1.7,GHz,notebook/laptop,3000.0,2000.0,windows,ssd,256.0,gb,256.0,gb,13.5,8.0,gb
2744,other,165.0,$,silver,"Bluetooth,  Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","tested - fully functional unit is in good condition (see pictures). may show some cosmetic wear from normal use (refer to the detailed pictures), but overall this unit looks and works great! please refer to the pictures for the condition of the item.",intel,intel core duo,1.60,GHz,notebook/laptop,1024.0,728.0,windows,ssd,320.0,gb,256.0,gb,13.1,2.0,gb
2745,other,158.1,$,other,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive,  Wi-Fi,  HDMI,  VGA",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel dual core quad thread pentium 4415u 2.30ghz,2.30,GHz,notebook/laptop,1366.0,768.0,windows,ssd,240.0,gb,240.0,gb,15.6,8.0,gb
2749,hp,62.94,$,black,"Optical Drive,  Touchscreen,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 6th generation,2.30,GHz,notebook/laptop,1366.0,768.0,windows,hdd/ssd,1.0,tb,1.0,tb,15.6,6.0,gb
2754,other,159.0,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,other,intel celeron n,2.80,GHz,notebook/laptop,1920.0,1080.0,chrome,ssd,128.0,gb,128.0,gb,15.6,4.0,gb
2760,other,287.0,$,gray,Backlit Keyboard,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core m3,1.10,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,13.3,8.0,gb
2768,other,256.5,$,gray,"Built-in Microphone,  Built-in Webcam,  Bluetooth,  Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,quad core,o3.4,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,8.0,gb
2770,lenovo,220.0,$,other,"Webcam,  Bluetooth,  Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,12.0,gb
2771,hp,429.0,$,silver,Touchscreen,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i3-1115g4,4.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,1.0,tb,1.0,tb,15.6,32.0,gb
2772,dell,110.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used fully tested ,working",intel,intel core i5 8th generation,1.7,GHz,notebook/laptop,1920.0,1280.0,windows,ssd,256.0,gb,256.0,gb,12.3,8.0,gb
2777,lenovo,100.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, DVD-Drive, Built-in Speakers",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i3 4th generation,2.40,GHz,notebook/laptop,1366.0,768.0,windows,ssd,250.0,gb,256.0,gb,15.6,8.0,gb
2780,dell,235.0,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Stylus, Tablet PC, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","refurbished pre-owned dell 2 in 1 laptop in great working condition. it comes complete as listed and represented in pictures, with rugged cover, touchscreen, webcam and windows 11 pro installed. it does have some screen blemishes from keyboard prints, which are hardly noticeable while operational - see pictures. no stylus.",other,intel core i7 8th generation,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,12,16.0,gb
2782,lenovo,280.0,$,black,"Thunderbolt 3port,  Dolby Audio Premium,  Bottom-load backlight with white LED lighting,  Bluetooth 5.1,  HDMI 1.4",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 8th generation,1.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,16.0,gb
2785,other,134.0,$,gray,"Built-in Microphone,  Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel celeron n,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,1.0,tb,14.1,8.0,gb
2796,acer,43.0,$,gray,"10/100 LAN Card, Bluetooth, Built-in Webcam, Stylus, Widescreen Display, Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","good - refurbished - the item shows moderate wear and is backed by a one year warranty. it is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. the item includes original or new accessories and will come in a new generic packaging",intel,intel celeron,1.40,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,2.0,gb
2797,dell,300.0,$,black,Wi-Fi,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,core i5 8th gen,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,14,32.0,gb
2799,dell,125.94,$,black,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,256.0,gb,14,8.0,gb
2802,dell,130.0,$,black,"Touchscreen,  Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","an item that has been used previously. the item may have some signs of cosmetic wear, but is fully operational and functions as intended.",intel,intel core i5 7th generation,2.60,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,14,16.0,gb
2803,other,669.0,$,silver,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, LTE, Rugged, Stylus, Touchscreen, Wi-Fi, 2D Barcode Reader, Dual Battery, Fingerprint Reader, Infrared Camera",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","excellent - refurbished: the item is in like-new condition, backed by a one year warranty. it has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. the item includes original or new accessories and will come in new generic packaging. see the seller's listing for full details. see all condition definitions",intel,intel core i5 7th generation,3.30,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,256.0,gb,256.0,gb,10.1,16.0,gb
2809,hp,175.0,$,brown,"10/100 LAN Card, Bluetooth, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","hp probook 4720s i7- 620m 2.67ghz 8gb/1000gb win10 pro &charger/new battery dvd/rw, win 10 pro and office 2019 pro plus installed & activated.",amd,intel core i7 2nd generation,2.67,GHz,notebook/laptop,1600.0,900.0,windows,hdd/ssd,1.0,tb,1.0,tb,17.3,8.0,gb
2811,dell,710.0,$,gray,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","device is 100% fully functional and in excellent physical condition. the screen is in excellent condition with very little to no signs of wear. if any, light wear may appear in the form of isolated scratches, shallow dents and/or black markings on the housing. please reference example photos and listing for further details.",intel,intel core i7 13th generation,1.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,16.0,gb
2815,hp,799.0,$,other,Bluetooth,Undefined,Undefined,undefined,intel,intel core i5 1st generation,1.30,GHz,notebook/laptop,1920.0,1080.0,chrome,ssd,128.0,gb,128.0,gb,13.5,8.0,gb
2822,hp,816.0,$,silver,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i5 12th generation,4.40,GHz,notebook/laptop,1920.0,1200.0,windows,ssd,256.0,gb,256.0,gb,16,16.0,gb
2827,acer,499.5,$,silver,"Touchscreen, Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,amd,amd ryzen 5,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,16.0,gb
2838,dell,49.0,$,black,"Bluetooth, Built-in Webcam, 10/100 LAN Card, Wi-Fi, Touchscreen, 3D Camera",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,intel celeron,1.60,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,32.0,gb,32.0,gb,11.6,4.0,gb
2842,acer,100.0,$,silver,"Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n4020,1.10,GHz,notebook/laptop,1920.0,1080.0,chrome,emmc,64.0,gb,64.0,gb,15.6,4.0,gb
2851,other,200.0,$,gray,10/100 LAN Card,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,amd,intel core i7,2.70,GHz,notebook/laptop,1366.0,768.0,windows,ssd,0.0,gb,256.0,gb,13.3,8.0,gb
2855,acer,2348.0,$,gray,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,nvidia,intel core i9 12th gen,5.00,GHz,notebook/laptop,2560.0,1600.0,windows,ssd,1.0,tb,1.0,tb,16,32.0,gb
2866,lenovo,250.0,$,black,"Backlit Keyboard,  Built-In Webcam,  Built-in Wi-Fi Adapter,  Built-in Speakers,  15.6-hour Lithium-Ion battery,  1920 x 1080 14 inch LED display,  Built-In Microphone,  Biometric Security (Fingerprint Reader) Included,  Built-in Bluetooth Adapter,  1.9 GHz Quad-core Intel Core i7-8650U cpu w/ 8 MB cache",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 8th gen,1.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14.,24.0,gb
2869,dell,500.0,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Optane Memory,  Touch ID,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",right screen hinge broken.,intel,intel core i7 11th generation,2.80,GHz,notebook/laptop,3840.0,2160.0,windows,ssd,1.0,tb,1.0,tb,15.6,16.0,gb
2873,dell,296.2,$,other,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","""our products are tested and confirmed to be 100% fully functional. however, they may have some cosmetic signs of previous use, such as marks on the screen, dents, slightly worn keys or touchpad, and heavy scratches. the device may also have a bios lock or a battery that is less than 80% of its original capacity. these issues do not affect the usability and performance of the device. we offer a 12-month warranty for your peace of mind.",intel,intel core i5 8th generation,1.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,14,16.0,gb
2876,hp,1200.0,$,black,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i7 9th generation,4.70,GHz,notebook/laptop,3840.0,2160.0,windows,hdd/ssd,4.0,tb,2.0,tb,15.6,64.0,gb
2898,dell,400.0,$,silver,"Backlit Keyboard, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Optane Memory, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,11th generation intel® core™ i7-1165g7,2.80,GHz,notebook/laptop,2560.0,1600.0,windows,ssd,512.0,gb,512.0,gb,17,16.0,gb
2905,dell,199.0,$,black,"Bluetooth, Built-in Webcam, Wi-Fi",Undefined,Undefined,undefined,intel,intel celeron,2.60,GHz,notebook/laptop,1366.0,768.0,windows,emmc,64.0,gb,64.0,gb,11.6,4.0,gb
2918,hp,174.0,$,blue,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron,1.10,GHz,notebook/laptop,1366.0,768.0,windows,emmc,64.0,gb,64.0,gb,11.6,4.0,gb
2919,hp,415.0,$,other,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",in very good condition. item may have scratches on the cover but the screen is in excellent condition.,intel,intel core i7 8th generation,1.90,GHz,notebook/laptop,3000.0,2000.0,windows,ssd,1.0,tb,128.0,gb,13,16.0,gb
2921,asus,380.0,$,other,"USB 3.2 Type-C (Gen 1),  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","free headphones, on-ear or in-ear (see pictures)! libreoffice and office 2007 included. choose your 2nd os: android, linux, or windows! super thin, super lightweight, super fast! new condition, ready to use out of the box! due to our selling complicated systems, we ship 3-5 business days after cleared payment (closed on weekends). international shipping to foreign countries is not free and is handled via the global shipping program.",intel,intel celeron dual core,-2.8,GHz,notebook/laptop,1920.0,1080.0,linux,emmc,128.0,gb,128.0,gb,15.6,4.0,gb
2926,dell,125.0,$,black,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Rugged, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 6th generation,2.60,GHz,notebook/laptop,1366.0,768.0,windows,ssd,256.0,gb,256.0,gb,12.5,16.0,gb
2943,microsoft,70.0,$,other,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i3 4th generation,1.50,GHz,notebook/laptop,2160.0,1440.0,windows,emmc,64.0,gb,64.0,gb,12,4.0,gb
